Gene;P-I;P-II;P-III;A-I;A-II;A-III;S-I;S-II;S-III
Gm16070;7.345860908;10.01880165;1.2865312;7.046764087;10.57915889;11.62144055;7.56876034;9.402523602;10.15435307
Crispld1;175.0763516;172.3233884;185.2604927;160.5096264;150.2240563;126.1756402;154.4027109;169.2454248;189.2402163
Tfap2b;61.21550756;60.1128099;93.91677757;57.94006027;33.85330846;66.4082317;237.6590747;194.6322386;191.0864623
Pkhd1;1.224310151;0;0;0.782973787;1.057915889;4.427215447;0;9.402523602;0
Gm28653;0;8.01504132;0;2.348921362;0;0.553401931;4.541256204;3.761009441;0
Mcm3;1411.629604;1305.449855;1421.616975;1463.378009;1258.919908;1165.464466;1488.018283;1319.174061;1218.522368
6720483E21Rik;2.448620303;8.01504132;2.573062399;3.914868937;2.115831779;7.747627032;0;2.820757081;2.769369019
Paqr8;82.02878013;105.1974173;106.7820896;75.94845739;113.1970002;102.9327591;151.3752068;124.1133115;119.0828678
Efhc1;7.345860908;4.00752066;6.432655998;8.612711662;8.463327115;10.51463669;10.59626448;10.34277596;6.461861044
Tram2;359.9471845;411.7727478;366.6613919;334.3298073;256.0156452;348.0898145;255.8240995;249.1668755;221.5495215
Tmem14a;72.23429892;63.11845039;66.89962238;40.71463695;50.77996269;50.35957571;51.46757031;54.53463689;72.00359449
Gsta3;0;0;0;1.565947575;0;1.106803862;6.055008272;2.820757081;3.692492025
Kcnq5;4.897240605;1.001880165;5.146124798;0.782973787;6.347495336;6.087421239;9.082512408;5.641514161;8.308107056
Rims1;4.897240605;4.00752066;1.2865312;5.480816512;2.115831779;5.534019308;12.11001654;10.34277596;10.15435307
Gm29107;7.345860908;19.03572313;5.146124798;10.17865924;8.463327115;7.747627032;12.11001654;3.761009441;2.769369019
Ogfrl1;988.0182921;1058.987334;904.4314333;574.70276;670.7186738;540.1202845;513.1619511;579.1954539;642.4936123
B3gat2;0;9.016921485;6.432655998;3.13189515;7.405411225;4.980617378;12.11001654;4.701261801;0.923123006
Smap1;1213.29136;1163.182872;1322.554073;1080.503827;1334.031936;1156.610035;1397.193159;1177.195955;1182.520571
Sdhaf4;810.4933201;854.6037807;757.7668765;779.8418923;717.266973;773.1024974;800.774844;751.2616358;834.5031976
Fam135a;439.5273443;465.8742767;442.5667326;535.5540706;491.9308885;522.4114227;622.1521;535.9438453;407.0972457
Col9a1;69.78567862;76.14289254;52.74777918;273.2578518;453.8459165;328.167345;1167.102844;1256.177153;1131.748806
Col19a1;0;0;0;3.13189515;0;2.767009654;3.027504136;5.641514161;1.846246012
Lmbrd1;247.3106506;224.4211569;240.5813343;291.2662489;253.8998134;262.8659171;369.3555046;368.5789252;316.6311911
Gm28237;0;0;16.72490559;6.2637903;0;0;0;6.581766522;0
Adgrb3;9.79448121;9.016921485;3.859593599;3.13189515;14.81082245;9.407832824;30.27504136;37.61009441;29.5399362
Gm597;0;0;2.573062399;0;0;4.427215447;0;1.88050472;0
Phf3;1137.384131;1219.288161;1016.359648;1264.502667;1211.313693;1260.096197;1463.79825;1485.598729;1091.131393
Khdrbs2;2.448620303;6.01128099;11.5787808;6.2637903;5.289579447;7.194225101;13.62376861;12.22328068;12.00059908
Gm5415;0;0;1.2865312;0.782973787;2.115831779;0.553401931;0;9.402523602;0
Prim2;727.2402299;670.2578304;699.8729725;761.0505214;754.2940291;720.5293139;858.2974226;833.0635912;894.506193
Rab23;241.1890998;260.4888429;299.7617695;301.4449082;254.9577293;253.4580843;280.0441326;282.0757081;228.9345055
Bag2;317.0963292;349.6561776;385.9593599;398.5336578;377.6759725;376.313313;499.5381825;487.990975;482.7933323
Zfp451;719.8943689;710.333037;694.7268477;768.8802593;705.6298982;796.8987804;643.3446289;794.5132444;631.4161363
Bend6;19.58896242;6.01128099;18.01143679;26.62110877;28.56372901;25.45648882;18.16502482;31.02832789;21.23182914
Dst;617.0523162;600.1262188;687.0076605;344.5084665;322.6643462;420.5854674;498.0244304;498.3337509;380.3266786
Gm26788;2.448620303;1.001880165;3.859593599;0;1.057915889;3.320411585;9.082512408;4.701261801;0
Gm37233;9.79448121;6.01128099;7.719187197;1.565947575;6.347495336;3.873813516;1.513752068;3.761009441;1.846246012
Ccdc115;635.4169685;619.1619419;509.466355;529.2902803;579.7379074;551.1883231;561.6020172;609.2835294;601.8762001
Imp4;1295.32014;1274.39157;1150.158892;1257.455903;1240.935338;1317.649997;1323.019307;1410.37854;1393.915739
Ptpn18;30.60775378;43.08084709;33.44981119;46.19545346;27.50581312;33.20411585;379.9517691;31.96858025;37.84804325
Gm28417;0;2.00376033;3.859593599;0;0;1.660205793;1.513752068;5.641514161;0
4930568A12Rik;0;9.016921485;0;0;0;0.553401931;0;0;4.615615031
Arhgef4;20.81327257;19.03572313;12.865312;9.39568545;22.21623368;17.15545986;31.78879343;15.98429012;14.7699681
Gm38336;7.345860908;7.013161155;7.719187197;16.44244954;8.463327115;4.980617378;7.56876034;8.462271242;12.92372209
Fam168b;2167.028968;2117.974669;2453.414998;2491.422592;2094.673461;2208.627106;2652.093623;2428.671846;2196.109632
Plekhb2;166.5061806;225.4230371;214.8507103;136.237439;173.4982059;138.9038846;151.3752068;201.2140051;195.7020773
Hs6st1;612.1550756;571.071694;441.2802014;569.2219435;583.9695709;691.7524135;554.0332569;488.9312273;536.3344666
Gm37335;8.570171059;3.005640495;5.146124798;4.697842725;0;10.51463669;0;0;0
Uggt1;749.2778126;664.2465494;752.6207517;679.6212475;790.2631693;676.2571595;567.6570255;648.7741286;644.3398583
Neurl3;6.121550756;5.009400825;2.573062399;2.348921362;7.405411225;5.534019308;9.082512408;8.462271242;4.615615031
Arid5a;7.345860908;20.0376033;11.5787808;9.39568545;24.33206545;17.70886179;13.62376861;11.28302832;14.7699681
Kansl3;176.3006618;220.4136363;249.5870527;270.9089305;188.3090283;248.4774669;240.6865788;213.4372858;190.1633393
Fer1l5;13.46741166;0;0;0;0;2.213607723;6.055008272;4.701261801;1.846246012
Lman2l;199.5625547;210.3948346;209.7045855;215.3177916;179.8457012;180.9624314;189.2190085;194.6322386;223.3957675
Cnnm4;121.206705;97.182376;86.19759037;111.1822778;96.27034593;99.61234755;62.06383479;85.56296478;67.38797945
Cnnm3;795.8015983;845.5868592;860.6893725;729.7315699;775.4523469;726.0633333;623.665852;689.20498;708.0353458
Ankrd23;45.2994756;64.12033056;34.73634239;52.45924376;48.66413091;52.57318343;43.89880997;46.07236565;59.0798724
Ankrd39;85.70171059;109.204938;84.91105917;112.7482254;88.8649347;90.20451473;105.9626448;108.1290214;100.6204077
Sema4c;198.3382445;199.3741528;191.6931487;193.3945255;206.2935984;220.2539685;196.7877688;243.5253613;184.6246012
D430040D24Rik;3.672930454;8.01504132;16.72490559;4.697842725;6.347495336;10.51463669;7.56876034;7.522018882;3.692492025
Fam178b;3.672930454;9.016921485;3.859593599;18.7913709;9.521243004;9.407832824;12.11001654;14.1037854;4.615615031
Cox5b;1303.890311;1433.690516;1155.305017;1162.716074;1338.2636;1355.281329;1533.430845;1359.604913;1668.083272
Actr1b;1620.98664;1904.574194;1532.258659;1795.358895;1699.012918;1786.381433;1724.163605;1814.687055;2011.485031
Tmem131;281.5913348;331.6223346;313.9136127;353.9041519;341.7068323;336.4683739;325.4566946;353.5348874;324.0161752
Gm38115;18.36465227;23.04324379;15.43837439;16.44244954;7.405411225;24.34968496;3.027504136;17.86479484;10.15435307
Inpp4a;96.72050195;88.16545452;96.48983996;126.0587798;152.3398881;119.5348171;96.88013235;109.0692738;85.85043958
Coa5;1110.449307;1163.182872;1018.93271;1153.320389;1028.294244;1040.949032;1038.433919;1109.497785;1039.436505
Unc50;329.3394307;285.535847;292.0425823;254.4664809;316.3168509;253.4580843;299.7229095;266.0914179;276.9369019
Mgat4a;148.1415283;115.216219;129.9396512;106.4844351;88.8649347;104.5929649;56.00882652;86.50321714;44.3099043
2010300C02Rik;9.79448121;7.013161155;9.005718397;3.13189515;10.57915889;2.213607723;1.513752068;8.462271242;1.846246012
Tsga10;219.1515171;201.3779132;174.9682431;169.9053119;165.0348787;178.7488237;199.815273;202.1542574;200.3176923
Gm26805;1.224310151;0;0;1.565947575;0;0.553401931;0;5.641514161;0
Lipt1;36.72930454;128.2406611;101.6359648;86.12711662;63.47495336;72.49565294;51.46757031;76.16044118;75.69608651
Mitd1;339.1339119;300.5640495;340.9307679;277.1727208;232.7414957;244.6036534;210.4115375;261.3901561;260.3206878
Mrpl30;1052.90673;1080.026818;903.1449021;1011.602133;959.5297116;893.7441183;1067.195208;805.7962727;1260.986026
Txndc9;3921.465415;3609.774234;3880.178098;3726.172255;4075.092006;3936.347934;4155.249427;3428.160105;4673.77178
Eif5b;3513.770134;3294.181982;3691.058011;3525.730965;3307.04507;3951.289786;3607.271178;3044.537142;2796.139586
Rev1;162.8332501;178.3346694;189.1200863;199.6583158;235.9152433;195.9042835;263.3928598;285.8367175;238.1657356
Aff3;7.345860908;8.01504132;3.859593599;21.14029226;40.2008038;7.194225101;183.1640002;226.6008188;203.0870614
Lonrf2;56.31826696;70.13161155;55.32084158;68.9016933;67.70661692;73.6024568;112.017653;148.5598729;126.4678519
Chst10;334.2366713;291.547128;250.8735839;402.4485268;362.86515;385.7211458;417.7955708;250.1071278;331.4011592
Pdcl3;344.0311525;246.4625206;249.5870527;331.9808859;302.5639444;250.6910747;296.6954053;272.6731845;365.5567105
Npas2;3.672930454;11.02068181;23.15756159;10.96163302;29.6216449;12.72824441;1.513752068;4.701261801;8.308107056
Rpl31;30633.46429;30842.88088;27615.3922;28490.0672;36791.14088;31259.46147;30394.62777;28803.6908;35929.79365
Tbc1d8;204.4597953;173.3252685;159.5298687;181.6499187;153.397804;180.4090295;155.916463;139.1573493;161.5465261
Cnot11;383.2090773;451.8479544;523.6181982;512.064857;447.4984212;488.6539049;467.749389;456.0223947;499.4095464
Gm15832;19.58896242;11.02068181;6.432655998;8.612711662;7.405411225;3.873813516;7.56876034;11.28302832;11.07747607
Rnf149;106.5149832;145.2726239;131.2261824;111.9652516;114.254916;127.835846;113.5314051;98.72649782;116.3134988
Creg2;15.91603197;16.03008264;20.58449919;14.09352817;17.98457012;16.04865599;9.082512408;6.581766522;2.769369019
D930019O06Rik;12.24310151;4.00752066;1.2865312;2.348921362;5.289579447;13.83504827;0;5.641514161;0.923123006
Rfx8;12.24310151;10.01880165;3.859593599;6.2637903;11.63707478;14.94185213;3.027504136;4.701261801;8.308107056
1700066B17Rik;25.71051318;11.02068181;19.29796799;3.13189515;0;3.320411585;9.082512408;0.94025236;6.461861044
Map4k4;5012.325759;4231.941817;5505.067003;4718.200043;5123.486652;5269.493185;4193.093228;4298.833791;3532.791745
Il1r2;0;0;0;4.697842725;3.173747668;1.660205793;0;1.88050472;4.615615031
Il1r1;2.448620303;8.01504132;9.005718397;0.782973787;5.289579447;8.854430893;1.513752068;7.522018882;2.769369019
Il1rl2;13.46741166;6.01128099;5.146124798;0.782973787;6.347495336;9.407832824;3.027504136;6.581766522;3.692492025
Il1rl1;2.448620303;6.01128099;15.43837439;3.914868937;1.057915889;10.51463669;10.59626448;13.16353304;0
Il18rap;0;2.00376033;6.432655998;8.612711662;1.057915889;2.213607723;3.027504136;6.581766522;0.923123006
Mfsd9;9.79448121;23.04324379;27.01715519;14.87650196;22.21623368;25.45648882;18.16502482;15.04403776;12.00059908
Gm28634;0;3.005640495;0;3.13189515;0;0.553401931;0;2.820757081;0.923123006
Gm28140;0;0;0;1.565947575;0;1.106803862;0;0.94025236;4.615615031
Pantr1;8.570171059;5.009400825;1.2865312;12.5275806;19.04248601;19.92246951;24.22003309;48.89312273;41.54053528
Pou3f3;3.672930454;12.02256198;9.005718397;33.66787286;64.53286925;45.37895833;56.00882652;80.86170298;60.0029954
Mrps9;350.1527033;406.763347;361.5152671;405.5804219;359.6914024;387.9347535;360.2729922;364.8179158;435.7140589
Gpr45;42.85085529;37.0695661;10.2922496;19.57434469;47.60621502;18.26226372;19.67877688;27.26731845;45.2330273
Tgfbrap1;249.7592709;276.5189255;223.8564287;279.5216421;270.8264677;260.6523094;230.0903143;297.1197458;259.3975647
8430432A02Rik;0;1.001880165;1.2865312;2.348921362;0;1.660205793;0;2.820757081;3.692492025
AI597479;268.1239231;389.7313842;288.1829887;312.4065412;334.301421;334.2547662;298.2091574;285.8367175;260.3206878
Fhl2;301.1802972;288.5414875;222.5698975;124.4928322;156.5715516;147.2049136;157.4302151;157.9623965;168.9315101
Nck2;190.9923836;118.2218595;185.2604927;156.5947575;184.0773647;170.4477947;169.5402316;157.0221442;169.8546331
Ecrg4;2.448620303;4.00752066;7.719187197;1.565947575;0;0.553401931;3.027504136;2.820757081;3.692492025
Gm29155;1.224310151;5.009400825;10.2922496;0;3.173747668;6.64082317;0;5.641514161;5.538738037
Gm29156;1.224310151;3.005640495;0;0.782973787;0;0.553401931;0;5.641514161;0
Uxs1;366.0687352;336.6317354;496.601043;375.827418;354.4018229;363.5850686;287.6128929;323.4468119;279.7062709
Tpp2;1463.050631;1568.944338;1790.85143;1668.517141;1547.730946;1605.972403;1395.679407;1410.37854;1162.211865
Mettl21c;3.672930454;6.01128099;6.432655998;4.697842725;5.289579447;7.194225101;0;1.88050472;5.538738037
Gm8251;4.897240605;14.02632231;19.29796799;12.5275806;10.57915889;12.17484248;21.19252895;47.01261801;10.15435307
Tex30;1017.401736;956.7955575;1045.949865;1154.103363;1050.510478;1030.434395;1220.084167;1092.573243;1395.761985
Poglut2;533.799226;637.1957849;621.3945694;656.9150077;666.4870103;630.8782012;608.5283314;675.1011946;728.3440519
Bivm;1176.562055;1112.086983;755.1938141;1004.555369;1014.541338;954.6183307;983.9388442;1030.516587;881.5824709
Ercc5;67.33705832;66.12409089;82.33799677;92.39090692;101.5599254;72.49565294;71.1463472;76.16044118;90.46605461
Gulp1;86.92602074;54.10152891;72.04574717;72.81656224;92.03868237;62.53441818;68.11884306;80.86170298;76.61920952
Col3a1;34.28068424;28.05264462;28.30368639;50.89329619;56.06954214;51.46637957;337.5667112;569.7929303;438.483428
Col5a2;487.2754402;441.8291527;452.8589822;418.1080025;428.4559352;368.5656859;464.7218849;410.8902814;373.8648175
Wdr75;481.1538894;429.8065908;553.2084158;528.5073065;520.4946176;568.8971849;517.7032073;519.9595552;569.5668948
Slc40a1;116.3094644;84.15793386;56.60737278;78.29737875;77.22785992;59.2140066;42.3850579;54.53463689;61.84924142
Dnah7b;3.672930454;8.01504132;2.573062399;17.22542332;14.81082245;6.087421239;4.541256204;21.62580429;7.38498405
Slc39a10;1209.618429;1183.220475;1136.007049;1206.562607;1259.977824;1351.407515;1592.467176;1488.419486;1160.365619
Gm28151;68.56136847;57.1071694;66.89962238;72.81656224;49.7220468;89.6511128;95.36638029;92.1447313;89.5429316
Gm28321;0;0;0;0.782973787;2.115831779;0;7.56876034;1.88050472;1.846246012
Tmeff2;0;2.00376033;6.432655998;2.348921362;3.173747668;5.534019308;31.78879343;39.49059913;48.00239632
Gm28320;0;0;0;3.914868937;8.463327115;1.660205793;19.67877688;5.641514161;4.615615031
Gm29325;2.448620303;20.0376033;2.573062399;0.782973787;3.173747668;20.47587144;12.11001654;4.701261801;13.84684509
Cavin2;2.448620303;14.02632231;0;10.17865924;4.231663557;9.961234755;0;3.761009441;5.538738037
Nabp1;26.93482333;34.06392561;66.89962238;32.88489907;40.2008038;38.73813516;54.49507445;43.25160857;27.69369019
Gm17767;2.448620303;0;0;8.612711662;3.173747668;0.553401931;4.541256204;0;0
Myo1b;795.8015983;705.3236361;818.2338429;1010.036186;918.270992;957.3853403;867.379935;931.790089;718.1896988
Gm29453;0;1.001880165;0;0.782973787;1.057915889;1.660205793;1.513752068;3.761009441;0.923123006
Gm28323;2.448620303;6.01128099;2.573062399;4.697842725;4.231663557;4.427215447;4.541256204;0.94025236;2.769369019
Stat4;4.897240605;5.009400825;5.146124798;9.39568545;8.463327115;5.534019308;3.027504136;3.761009441;3.692492025
Gm31812;1.224310151;1.001880165;2.573062399;6.2637903;4.231663557;1.106803862;3.027504136;4.701261801;6.461861044
Stat1;97.9448121;81.15229336;84.91105917;101.7865924;71.93828048;117.3212093;87.79761995;124.1133115;98.77416167
Gls;991.6912225;1280.402851;1509.101097;1565.947575;1631.306301;1447.146049;1645.448498;1667.067435;1192.674924
Nab1;129.776876;132.2481818;126.0800576;92.39090692;74.05411225;83.56369156;93.85262822;81.80195534;84.92731657
Nemp2;124.8796354;77.1447727;102.922496;95.52280207;126.9499067;105.1463669;77.20135547;68.6384223;60.92611841
Mfsd6;30.60775378;12.02256198;37.30940479;23.48921362;20.1004019;23.2428811;13.62376861;40.43085149;17.53933712
Inpp1;36.72930454;86.16169419;79.76493437;60.28898164;62.41703747;56.44699695;74.17385133;56.41514161;84.00419357
Hibch;243.6377201;179.3365495;164.6759935;205.1391323;207.3515143;228.0015955;258.8516036;188.9907244;245.5507197
1700019D03Rik;11.01879136;25.04700412;15.43837439;20.35731847;28.56372901;21.02927337;19.67877688;27.26731845;13.84684509
1700019A02Rik;3.672930454;0;3.859593599;5.480816512;2.115831779;1.660205793;3.027504136;0.94025236;5.538738037
Pms1;96.72050195;133.2500619;113.2147456;110.399304;101.5599254;111.2337881;102.9351406;111.8900309;110.7747607
Ormdl1;536.2478463;524.9852064;503.033699;522.2435162;517.3208699;510.7899822;597.9320669;583.8967157;642.4936123
Osgepl1;762.7452242;960.8030782;744.9015645;858.9222449;960.5876275;902.5985492;944.5812905;966.5794263;1150.211266
Asnsd1;498.2942316;444.8347932;481.1626686;501.8861978;415.7609445;353.6238338;472.2906452;480.4689561;458.7921341
Dnah7a;9.79448121;10.01880165;15.43837439;14.09352817;19.04248601;16.60205793;39.35755377;29.14782317;16.61621411
Stk17b;64.88843802;56.10528924;73.33227837;104.9184875;88.8649347;78.58307418;110.503901;123.1730592;105.2360227
Hecw2;48.97240605;49.09212808;46.31512318;64.98682436;58.18537391;71.94225101;49.95381825;46.07236565;54.46425737
Ccdc150;2.448620303;7.013161155;7.719187197;4.697842725;16.92665423;11.06803862;4.541256204;5.641514161;5.538738037
Gtf3c3;238.7404795;248.4662809;289.4695199;227.8453722;276.1160471;287.769004;236.1453226;242.5851089;195.7020773
Pgap1;156.7116994;159.2989462;84.91105917;175.3861284;113.1970002;136.6902769;137.7514382;164.544163;120.9291138
Ankrd44;36.72930454;43.08084709;42.45552958;61.85492921;49.7220468;72.49565294;48.44006618;86.50321714;77.54233252
Sf3b1;5601.218942;6793.749399;7326.795181;7745.176706;6170.823383;6405.627349;6963.259513;6645.703682;6153.537959
Coq10b;142.0199775;146.2745041;191.6931487;182.4328925;186.1931965;165.4671773;160.4577192;210.6165287;201.2408154
Hspd1;7763.350669;6584.356444;7670.299012;7530.641888;7294.330057;11126.14582;8440.681531;7489.110049;6778.492235
Hspe1;16009.07954;16954.81803;15973.57137;15847.38946;18379.17275;16697.24306;18714.51682;17518.78198;23254.39165
Mob4;1411.629604;1350.534462;1424.190038;1396.042263;1398.564806;1468.728724;1432.009456;1381.230717;1591.464063
Rftn2;79.58015983;81.15229336;92.63024637;84.56116905;126.9499067;117.3212093;149.8614547;101.5472549;151.392173
Gm10561;1.224310151;4.00752066;5.146124798;0;4.231663557;2.767009654;3.027504136;3.761009441;4.615615031
Mars2;144.4685978;112.2105785;147.9510879;123.7098584;134.3553179;139.4572866;146.8339506;103.4277596;122.7753598
Boll;2.448620303;0;0;1.565947575;0;3.320411585;0;0;1.846246012
Plcl1;2.448620303;12.02256198;6.432655998;5.480816512;10.57915889;6.087421239;3.027504136;12.22328068;12.00059908
Gm28240;0;0;0;0;0;0;0;11.28302832;0
Satb2;72.23429892;138.2594628;124.7935264;155.8117837;173.4982059;111.2337881;140.7789423;175.8271914;135.6990819
9130024F11Rik;8.570171059;18.03384297;39.88246719;25.0551612;33.85330846;37.07792937;31.78879343;24.44656137;20.30870614
4930558J18Rik;9.79448121;17.0319628;18.01143679;10.96163302;15.86873834;14.3884502;16.65127275;11.28302832;14.7699681
1700066M21Rik;28.15913348;31.05828511;39.88246719;37.5827418;50.77996269;39.29153709;57.52257859;43.25160857;41.54053528
Tyw5;105.290673;109.204938;119.6474016;122.1439108;112.1390843;127.2824441;128.6689258;99.66675018;144.930312
Maip1;626.8467974;536.0058883;515.899011;615.417397;723.6144683;644.7132494;659.9959017;654.4156427;639.7242433
Spats2l;72.23429892;38.07144627;63.04002878;36.01679422;39.14288791;52.57318343;36.33004963;36.66984205;31.38618221
Kctd18;110.1879136;118.2218595;122.220464;100.2206448;76.16994403;94.63173017;101.4213886;105.3082643;85.85043958
Sgo2a;586.4445625;610.1450205;623.9676318;703.1104612;648.5024402;636.4122205;755.3622819;845.2868718;586.1831089
Aox1;0;2.00376033;3.859593599;1.565947575;1.057915889;2.213607723;1.513752068;1.88050472;11.07747607
Aox3;7.345860908;1.001880165;2.573062399;0;2.115831779;5.534019308;3.027504136;15.04403776;8.308107056
Aox2;0;1.001880165;1.2865312;0;0;1.106803862;0;7.522018882;0.923123006
Bzw1;5755.482021;5396.126568;6390.200468;5364.936392;5831.232382;5837.283566;5653.863974;5602.023562;6115.689916
Clk1;733.3617806;827.5530163;656.1309118;678.8382737;882.3018517;773.6558993;567.6570255;1061.544915;762.4996031
Ppil3;265.6753028;206.387314;199.4123359;230.1942935;208.4094302;173.2148044;211.9252895;155.1416394;262.1669338
Nif3l1;459.1163067;437.8216321;459.2916382;512.8478308;514.1471222;496.401532;498.0244304;492.6922368;562.1819108
Orc2;1002.710014;891.6733468;1040.80374;1096.163302;938.3713938;942.4434882;1003.617621;984.4442212;911.1224071
Gm15834;1.224310151;7.013161155;5.146124798;3.914868937;6.347495336;10.51463669;13.62376861;1.88050472;3.692492025
Fam126b;264.4509927;216.4061156;284.3233951;330.4149383;275.0581312;249.0308689;255.8240995;243.5253613;209.5489224
Ndufb3;1777.69834;1392.613429;1560.562345;1629.368452;1629.19047;1587.71014;1607.604696;1506.284281;1718.855038
Cflar;331.788051;313.5884916;370.5209855;333.5468335;305.737692;313.2254929;266.420364;374.2204394;352.6329884
Casp8;892.5221003;987.8538426;741.0419709;624.8130824;692.9349075;630.8782012;711.463472;693.9062418;853.8887808
Trak2;413.8168311;441.8291527;447.7128574;437.6823472;428.4559352;436.0807215;511.648199;384.5632153;319.4005602
Stradb;190.9923836;119.2237396;135.085776;184.7818138;117.4286637;162.1467657;148.3477027;134.4560875;146.776558
C2cd6;0;1.001880165;3.859593599;1.565947575;0;6.087421239;0;0;4.615615031
Tmem237;262.0023724;205.3854338;249.5870527;238.0240314;229.567748;273.3805538;275.5028764;219.0787999;251.0894577
G730003C15Rik;22.03758272;27.05076445;21.87103039;16.44244954;10.57915889;21.5826753;15.13752068;17.86479484;36.92492025
Mpp4;1.224310151;0;0;4.697842725;0;0;0;3.761009441;0
Als2;25.71051318;33.06204544;38.59593599;22.70623984;29.6216449;24.90308689;33.3025455;29.14782317;16.61621411
Cdk15;1.224310151;0;0;0;1.057915889;0;0;1.88050472;5.538738037
Fzd7;351.3770134;398.7483057;355.0826111;487.7926696;457.0196642;486.4402972;528.2994717;700.4880084;528.0263596
Gm26813;3.672930454;0;6.432655998;1.565947575;0;2.213607723;4.541256204;0;4.615615031
Gm973;1.224310151;5.009400825;6.432655998;12.5275806;6.347495336;10.51463669;0;4.701261801;1.846246012
Sumo1;1989.503996;1717.222603;1758.68815;1854.864903;1885.206115;1776.9736;1861.915044;1683.051725;2125.02916
Nop58;2002.971407;1840.453863;1996.696422;1998.149106;2068.225564;2235.743801;1925.492631;1790.240494;1561.924127
Bmpr2;718.6700588;798.4984915;672.8558174;772.0121545;645.3286925;688.9854039;643.3446289;512.4375363;492.0245623
Fam117b;790.9043577;862.618822;807.9415933;945.0493615;875.9543564;814.0542403;796.2335878;923.3278177;679.4185326
Ica1l;7.345860908;3.005640495;10.2922496;2.348921362;7.405411225;3.320411585;4.541256204;4.701261801;0
Wdr12;385.6576976;370.695661;355.0826111;390.70392;419.9926081;461.5372103;442.0156039;457.9028994;458.7921341
Carf;94.27188165;87.16357435;102.922496;72.81656224;83.57535526;87.990907;112.017653;92.1447313;71.08047148
Nbeal1;182.4222125;177.3327892;140.2319007;137.8033866;130.1236544;165.4671773;108.9901489;144.7988635;108.9285147
Cyp20a1;400.3494195;354.6655784;388.5324223;411.8442122;374.5022248;420.0320655;339.0804632;330.0285784;408.0203687
Abi2;604.8092147;644.2089461;531.3373854;889.4582226;923.5605714;912.006382;794.7198357;802.9755156;707.1122228
Raph1;844.7740044;845.5868592;930.1620573;918.4282527;1210.255777;1001.657495;1229.166679;1145.227375;1154.826881
Cd28;0;1.001880165;10.2922496;0.782973787;3.173747668;3.873813516;9.082512408;8.462271242;6.461861044
Gm11579;0;1.001880165;0;1.565947575;0;0;0;7.522018882;0
Icos;7.345860908;4.00752066;9.005718397;0;1.057915889;5.534019308;0;15.98429012;2.769369019
Pard3b;66.11274817;82.15417353;104.2090272;117.4460681;69.8224487;115.1076016;164.9989754;142.9183588;161.5465261
Nrp2;1540.18217;1761.30533;1882.195145;1159.584179;1356.24817;1403.980699;1880.080068;1805.284532;1500.074885
Gm4208;4.897240605;0;15.43837439;2.348921362;12.69499067;9.407832824;6.055008272;4.701261801;12.92372209
Ino80d;190.9923836;202.3797933;225.1429599;223.9305032;252.8418976;227.4481936;254.3103474;236.9435948;183.7014782
Ino80dos;8.570171059;13.02444214;14.15184319;3.13189515;6.347495336;20.47587144;6.055008272;8.462271242;11.07747607
Gm20342;260.7780622;167.3139875;266.3119583;151.113941;185.1352806;467.0712296;124.1276696;173.0064343;145.853435
Ndufs1;2773.062493;2506.704173;2763.469017;2741.974204;2106.310536;2563.911146;2689.937425;2482.266231;2544.127005
Eef1b2;24445.80079;22809.80572;23848.42885;24017.72093;22101.97876;24051.95472;24422.87587;21970.8769;27509.06559
Zdbf2;501.967162;519.9758056;491.4549182;588.0133144;591.3749821;582.7322332;549.4920007;661.9376616;470.7927332
Adam23;118.7580847;142.2669834;140.2319007;140.152308;177.7298694;165.4671773;155.916463;185.229715;163.3927721
Dytn;1.224310151;4.00752066;0;0.782973787;0;0.553401931;6.055008272;14.1037854;0
Fastkd2;181.1979024;204.3835537;164.6759935;191.0456041;213.6990096;174.8750101;248.2553392;192.7517338;233.5501206
Klf7;250.983581;375.7050619;231.5756159;291.2662489;299.3901967;400.6629979;381.4655211;397.7267484;317.5543141
Creb1;1056.579661;1014.904607;1069.107427;1175.243655;1182.749964;1251.795168;1197.377886;1206.343778;900.0449311
Mettl21a;108.9636035;73.13725204;66.89962238;77.51440496;99.4440936;91.31131859;71.1463472;100.6070025;85.85043958
2810408I11Rik;358.7228743;275.5170454;302.3348319;513.6308046;491.9308885;479.799474;532.8407279;390.2047295;603.7224461
Ccnyl1;271.7968536;343.6448966;263.7388959;327.2830432;605.1278887;475.9256605;363.3004963;412.7707861;328.6317902
Fzd5;18.36465227;10.01880165;16.72490559;15.65947575;11.63707478;18.26226372;12.11001654;17.86479484;7.38498405
Plekhm3;155.4873892;286.5377272;249.5870527;202.0072372;248.610234;229.1083994;155.916463;250.1071278;132.9297129
Akr1cl;0;1.001880165;0;3.13189515;0;6.087421239;3.027504136;2.820757081;0.923123006
D630023F18Rik;9.79448121;6.01128099;3.859593599;7.829737875;16.92665423;3.873813516;6.055008272;0.94025236;0
Idh1;1643.024223;1419.664194;1604.304406;1470.424773;1529.746376;1219.697856;1604.577192;1911.533048;1960.713265
Pikfyve;258.3294419;240.4512396;216.1372415;284.2194849;274.0002153;312.118689;326.9704467;322.5065596;260.3206878
Map2;164.0575603;222.4173966;168.5355871;113.5311992;185.1352806;179.3022256;225.5490581;193.6919862;198.4714463
Unc80;0;1.001880165;1.2865312;0.782973787;0;8.854430893;1.513752068;0.94025236;0
